锦瑟无端五十弦，一弦一柱思华年。,/mingju/juv_b95a1af85966.aspx,李商隐《锦瑟》,/shiwenv_1921957e6e83.aspx
二十四桥明月夜，玉人何处教吹箫？,/mingju/juv_7070ac00542b.aspx,杜牧《寄扬州韩绰判官》,/shiwenv_24dacc9084c8.aspx
月有盈亏花有开谢，想人生最苦离别。,/mingju/juv_9e666cac5e7e.aspx,张鸣善《普天乐·咏世》,/shiwenv_ddf21b565344.aspx
人到情多情转薄，而今真个悔多情。,/mingju/juv_b71be098da66.aspx,纳兰性德《山花子·风絮飘残已化萍》,/shiwenv_689770b9b1ee.aspx
落红不是无情物，化作春泥更护花。,/mingju/juv_56067a7044ba.aspx,龚自珍《己亥杂诗·其五》,/shiwenv_d78d2dc95f06.aspx
不经一番寒彻骨，怎得梅花扑鼻香。,/mingju/juv_67693300d14b.aspx,黄蘖禅师《上堂开示颂》,/shiwenv_d99474e71e35.aspx
衰兰送客咸阳道。天若有情天亦老。,/mingju/juv_bc9f5c68ecad.aspx,贺铸《行路难·缚虎手》,/shiwenv_eb20a20b6da5.aspx
渺万里层云，千山暮雪，只影向谁去？,/mingju/juv_9063a0df7470.aspx,元好问《摸鱼儿·雁丘词 / 迈陂塘》,/shiwenv_8a860f142c0a.aspx
独自莫凭栏，无限江山，别时容易见时难。,/mingju/juv_5aaaf16546ab.aspx,李煜《浪淘沙令·帘外雨潺潺》,/shiwenv_07be0fb0e7a4.aspx
世事漫随流水，算来一梦浮生。,/mingju/juv_1b822d3cbf7b.aspx,李煜《乌夜啼·昨夜风兼雨》,/shiwenv_5ac613721d19.aspx
美人卷珠帘，深坐颦蛾眉。,/mingju/juv_0eeb1e73699b.aspx,李白《怨情》,/shiwenv_68fe1f940020.aspx
酒逢知己千杯少，话不投机半句多。,/mingju/juv_62445f81e308.aspx,欧阳修《春日西湖寄谢法曹韵》,/shiwenv_20086bafa392.aspx
万事到头都是梦，休休。明日黄花蝶也愁。,/mingju/juv_94e655e7a2f8.aspx,苏轼《南乡子·重九涵辉楼呈徐君猷》,/shiwenv_2a5c6bec035e.aspx
泪眼问花花不语，乱红飞过秋千去。,/mingju/juv_15d285e151ab.aspx,欧阳修《蝶恋花·庭院深深深几许》,/shiwenv_b827b3f18b38.aspx
海水梦悠悠，君愁我亦愁。,/mingju/juv_48d3a8d67d35.aspx,佚名《西洲曲》,/shiwenv_32d2e7ebc423.aspx
大江东去，浪淘尽，千古风流人物。,/mingju/juv_5049918420e0.aspx,苏轼《念奴娇·赤壁怀古》,/shiwenv_5fb51378286c.aspx
时人不识凌云木，直待凌云始道高。,/mingju/juv_65dfa78057aa.aspx,杜荀鹤《小松》,/shiwenv_bb8a03a5d0c5.aspx
相思相见知何日？此时此夜难为情！,/mingju/juv_25a67ce78b6b.aspx,李白《三五七言 / 秋风词》,/shiwenv_169ff9fbafcb.aspx
白日放歌须纵酒，青春作伴好还乡。,/mingju/juv_3a94e15c7e47.aspx,杜甫《闻官军收河南河北》,/shiwenv_519029b7355c.aspx
射人先射马，擒贼先擒王。,/mingju/juv_6119fea5a2cd.aspx,杜甫《前出塞九首·其六》,/shiwenv_c6ddf6c13190.aspx
盈盈一水间，脉脉不得语。,/mingju/juv_18f731d8c9ae.aspx,佚名《迢迢牵牛星》,/shiwenv_7f09a756c9c0.aspx
